,store,sido,gungu,store_address
955,안산고잔금강점,경기도,안산시,"경기도 안산시 상록구 중보로 22 (사동, 늘푸른아파트 늘푸른아파트상가 401동 104호"
956,안산고잔점,경기,안산시,경기 안산시 단원구 고잔2동 670-1 주공7단지 상가 마동 102호
957,안산고잔중앙점,경기도,안산시,"경기도 안산시 단원구 광덕2로 193-11 (고잔동, 창진 109호"
958,안산대부도점,경기도,안산시,경기도 안산시 단원구 대부중앙로 123 (대부동동) 1층일부
959,안산반월점,경기,안산시,경기 안산시 상록구 건건동 645-13 1층
960,안산본오점,경기,안산시,경기 안산시 상록구 본오3동 879-16 신안2차상가 114호
961,안산사동점(cafe),경기,안산시,경기 안산시 상록구 사동 1398-5번지 102호
962,안산선부2점,경기,안산시,경기 안산시 단원구 선부2동 1070-11 동양빌딩101호
963,안산원곡라성점,경기,안산시,경기 안산시 단원구 원곡동 846-4 베스트프라자 1층 120호
964,안산원곡점,경기,안산시,경기 안산시 단원구 원곡동 761-4
965,안산월피점,경기,안산시,경기 안산시 상록구 월피동 436-11
966,안산일동점,경기,안산시,경기 안산시 상록구 일동 85-6번지  1층
967,안산초지점(올리브치킨),경기도,안산시,"경기도 안산시 단원구 초지로 90 (초지동, 태영프라자 "
968,안성금산점,경기,안성시,경기 안성시 금산동 81-2번지 주은아파트상가 b-103
969,안성대덕점,경기도,안성시,경기도 안성시 대덕면 대학9길 16 (부성오피스텔) 1층 C호
970,안성원곡점,경기,안성시,경기 안성시 원곡면 외가천리 265-12
971,안성점,경기,안성시,경기 안성시 아양동 300-1 아양주공상가 103호
972,안성죽산점(펀앤정한마리반)(2),경기도,안성시,경기도 안성시 죽산면 죽주로 290 나동 101호
973,안성청설점(2),경기,안성시,경기 안성시 공도읍 진사리 348-9 청룡프라자 110
974,안양4점,경기도,안양시,경기도 안양시 만안구 냉천로 161 (안양동) 
975,안양관양점,경기,안양시,경기 안양시 동안구 관양동 1387-23 지상1층
976,안양덕천점,경기,안양시,경기 안양시 만안구 안양동 1380 주공뜨란채상가 106호
977,안양비산중앙점,경기,안양시,경기 안양시 동안구 비산1동 497-1번지 1층
978,안양석수점(3명변),경기도,안양시,경기도 안양시 만안구 석수2동 304-23 
979,안양예술공원점,경기도,안양시,경기도 안양시 만안구 예술공원로 73 (안양동) 1층
980,안양인덕원점,경기,안양시,경기 안양시 동안구 관양동 1508-5
981,안양충훈본점,경기,안양시,경기 안양시 만안구 석수3동 764-4번지 1층101호
982,안양평촌1점,경기,안양시,경기 안양시 동안구 평촌동 897-5번지
983,안양평촌향촌점,경기,안양시,경기 안양시 동안구 평촌동 341-1
984,안양호계점,경기,안양시,경기 안양시 동안구 호계동 990-4 1층
985,암사2점,서울,강동구,서울 강동구 천호동 243-18 1층
986,압구정점(올리브치킨),서울특별시,강남구,"서울특별시 강남구 압구정로 309 B동 1층 110호(압구정동, 주구센터)"
987,양구해안점,강원,양구군,강원 양구군 해안면 현리 25-5
988,양산범어신도시점,경상남도,양산시,경상남도 양산시 물금읍 화합4길 11-6 1층
989,양산북정점,경상남도,양산시,"경상남도 양산시 북정중앙로 32 (북정동, GNB영어학원 1층"
990,양산서창점,경상남도,양산시,경상남도 양산시 연호9길 18-2 (삼호동) 
991,양산어곡점,경남,양산시,경남 양산시 어곡동 9-3번지 로얄빌상가 지하 105호
992,양성점,경기,안성시,경기 안성시 양성면 동항리 369
993,양양하조대점(express4),강원도,양양군,강원도 양양군 현북면 하조대1길 54 (토크쇼) 
994,양재점,서울,강남구,"서울 강남구 도곡1동 950-6, 102호"
995,양주고읍점(cafe),경기,양주시,경기 양주시 광사동 657번지 메가시티1층 131
996,양주광적점,경기도,양주시,경기도 양주시 광적면 삼일로 4 103
997,양주덕계점,경기,양주시,경기 양주시 덕계동 456-1
998,양주덕정점,경기도,양주시,"경기도 양주시 회정로109번길 47 (덕정동, 명진빌라) 102(덕정동,A동)"
999,양주신산점,경기도,양주시,경기도 양주시 남면 개나리길 30 (지하 1층)
1000,양주은현점,경기도,양주시,경기도 양주시 은현면 은현로 69 
1001,양주장흥점,경기도,양주시,경기도 양주시 장흥면 가마골로 40-8 우남송추마을아 
1002,양천구청점,서울특별시,양천구,"서울특별시 양천구 목동서로 400 (신정동, 목동10단지 103호,목동10단지A상가)"
1003,양평강상점,경기,양평군,경기 양평군 강상면 병산리 753 101호 
1004,양평개군점,경기,양평군,경기 양평군 개군면 부리 453-47
1005,양평서종점,경기도,양평군,경기도 양평군 서종면 북한강로 769 
1006,양평용문점,경기도,양평군,경기도 양평군 용문면 다문중앙2길 20 1층
1007,양평지평점,경기도,양평군,경기도 양평군 지평면 지평의병로 83 
1008,양평청운점,경기,양평군,경기 양평군 청운면 용두1리 717-7
1009,여수돌산점,전라남도,여수시,전라남도 여수시 돌산읍 강남8길 13 
1010,여수문수점,전남,여수시,전남 여수시 문수동 114-3
1011,여수봉산점,전라남도,여수시,전라남도 여수시 봉산서3길 21 (봉산동) 2층
1012,여수신기행운점,전라남도,여수시,전라남도 여수시 흥국로 91 (신기동) 나동
1013,여수웅천점,전라남도,여수시,전라남도 여수시 웅천7길 11 (웅천동) 
1014,여수학동점,전라남도,여수시,전라남도 여수시 도원로 270 (학동) 104호
1015,여의도역점,서울,영등포구,서울 영등포구 여의도동 35-2 백상빌딩 101호
1016,여의도점,서울특별시,영등포구,"서울특별시 영등포구 국제금융로7길 32 (여의도동,1층3호)"
1017,여주금사점,경기,여주군,경기 여주군 금사면 이포리 185-25
1018,여주대신점,경기도,여주시,경기도 여주시 대신면 여양로 1465-1 
1019,여주대점,경기도,여주군,경기도 여주군 여주읍 세종로 351-6 
1020,역삼점,서울,강남구,서울 강남구 역삼동 836-26
1021,연기보통점,세종특별자치시,연기면,세종특별자치시 연기면 공단로 180-40 (지하1층)
1022,연신내점,서울특별시,은평구,서울특별시 은평구 갈현로 246 (갈현동) 1층 중간호
1023,연희점,서울특별시,서대문구,서울특별시 서대문구 연희로 87 (연희동) 1층
1024,염창점,서울특별시,강서구,서울특별시 강서구 양천로 623 (염창동) 1층
1025,영광홍농점(펀앤정),전남,영광군,전남 영광군 홍농읍 상하리 480-1번지
1026,영동학산점,충북,영동군,충북 영동군 학산면 서산리 817-3
1027,영종하늘도시점,인천광역시,중구,"인천광역시 중구 하늘중앙로195번길 23 (중산동, 하늘 103호"
1028,영종행복점,인천광역시,중구,인천광역시 중구 넙디로 56 101호(운서동) 
1029,영천망정점,경북,영천시,경북 영천시 야사동 132-7
1030,예산광시점,충청남도,예산군,충청남도 예산군 광시면 예당로 165-5 1층
1031,오금점,서울특별시,송파구,"서울특별시 송파구 위례성대로20길 8 (오금동, 광승빌 1층"
1032,오남점,경기도,남양주시,경기도 남양주시 오남읍 진건오남로 698 105
1033,오류2점,서울특별시,구로구,서울특별시 구로구 오류로 54 (오류동)
1034,오목교점,서울,양천구,서울 양천구 목1동 405-350
1035,오산궐동점,경기,오산시,경기 오산시 궐동 626-4 1층
1036,오산시청점(올리브치킨),경기도,오산시,"경기도 오산시 성호대로 123 (오산동, 오산그린프라자 107-1호"
1037,옥수점,서울,성동구,서울 성동구 옥수동 243 2층
1038,옥천점,경기,양평군,경기 양평군 옥천면 옥천리 576번지
1039,옥포점,대구광역시,달성군,대구광역시 달성군 옥포면 돌미상업로1길 25 
1040,옥포점,대구광역시,달성군,대구광역시 달성군 옥포면 돌미상업로1길 25 103호
1041,올림픽점,서울,송파구,서울 송파구 방이동 89-8 올림픽선수기자촌아파트상가 F-101
1042,와수점(펀&정),강원,철원군,강원 철원군 서면 와수리 1141-1번지
1043,와우리점,경기도,화성시,"경기도 화성시 효행로 229-9 (기안동) 기안동, 광도와이드빌상가 102호"
1044,완도고금점,전라남도,완도군,전라남도 완도군 고금면 고금동로 21-1 
1045,완도보길도점(2)(올리브치킨),전남,완도군,전남 완도군 보길면 청병길 10
1046,완도청산점,전남,완도군,전남 완도군 청산면 도청리 943-23번지
1047,완주봉동행운점,전라북도,완주군,전라북도 완주군 봉동읍 둔산1로 116 1층
1048,왕십리행운점,서울특별시,성동구,"서울특별시 성동구 마장로 137 (상왕십리동, 텐즈힐) 403동 1층 121호"
1049,왜관점,경상북도,칠곡군,경상북도 칠곡군 왜관읍 구상길 197 
1050,용답답십리역점(cafe2),서울,성동구,서울 성동구 용답동 56-11번지 1층
1051,용산점,서울,용산구,서울 용산구 용산동5가 24외 1필지 파크타워비14호
1052,용인공세점,경기,용인시,경기 용인시 기흥구 고매동 359 동성아파트 제상가동 102호
1053,용인구갈점(express)(2),경기도,용인시,"경기도 용인시 기흥구 기흥로 18 (구갈동, 길부동산) "
1054,용인구성점,경기,용인시,경기 용인시 기흥구 마북동 409~475 475-1
1055,용인둔전점,경기도,용인시,경기도 용인시 처인구 포곡읍 포곡로 82 (이바돔감자 1층
1056,용인모현외대점,경기,용인시,경기 용인시 처인구 모현면 왕산리 790-7 외 2필지
1057,용인보정점,경기,용인시,경기 용인시 기흥구 보정동 1266-6 현대휴먼프라자 106
1058,용인삼가역점,경기도,용인시,경기도 용인시 처인구 지삼로 610 (삼가동) 제1층
1059,용인상갈점,경기,용인시,경기 용인시 기흥구 상갈동 485-1
1060,용인상현행복점,경기도,용인시,"경기도 용인시 수지구 이현로 115 130(상현동,상현프라자)"
1061,용인서천점,경기도,용인시,경기도 용인시 기흥구 서천서로20번길 2 (서천동) 103호
1062,용인송전점,경기도,용인시,경기도 용인시 처인구 이동면 경기동로687번길 3 재승빌딩1층제1호
1063,용인신갈점,경기도,용인시,"경기도 용인시 기흥구 새천년로26번길 10 103(신갈동,반석프라자)"
1064,용인양지점,경기,용인시,경기 용인시 처인구 양지면 양지리 573-5
1065,용인언남점,경기도,용인시,경기도 용인시 기흥구 구성로 77번길 2(언남동)
1066,용인역북점,경기,용인시,"경기 용인시 처인구 역북동 425-7, 1층"
1067,용인죽전새터점,경기도,용인시,"경기도 용인시 수지구 죽전로 253-3 (죽전동, 경혁프 (죽전동,상생프라자101,102호)"
1068,용인죽전점,경기,용인시,경기 용인시 수지구 죽전동 1261 도담마을우미이노스빌 제상가동 102호
1069,용인천리점,경기,용인시,경기 용인시 처인구 이동면 천리 234-10
1070,용인청덕점,경기,용인시,"경기 용인시 기흥구 청덕동 250-1 호반베르디움상가 106,107호"
1071,용인풍덕천점,경기,용인시,경기 용인시 풍덕천동 750번지
1072,우만점,경기,수원시,경기 수원시 팔달구 우만동 96-6
1073,우면점,서울,서초구,서울 서초구 양재동 111-5 양촌빌딩 1층
1074,우암감만점,부산광역시,남구,"부산광역시 남구 석포로 52-2 (감만동, 마포통구이) 1층"
1075,우이공원점,서울특별시,강북구,서울특별시 강북구 삼양로 685 (우이동) 
1076,우정혁신점,울산광역시,중구,울산광역시 중구 종가4길 15 (유곡동) 오성프라자1층(울산우정혁신도시근생9블럭1-2롯트))
1077,운정2점,경기도,파주시,"경기도 파주시 청암로 14 (목동동, 산내마을8단지) "
1078,운정스타점,경기도,파주시,경기도 파주시 가람로51번길 16-33 (와동동) 
1079,운정한울점,경기도,파주시,"경기도 파주시 한울로 102 (동패동, 한울마을6단지 상 103호"
1080,울릉점,경상북도,울릉군,경상북도 울릉군 울릉읍 울릉순환로 218 
1081,울산구영점,울산,울주군,울산 울주군 범서읍 구영리 807-3번지 3호
1082,울산남창점,울산광역시,울주군,울산광역시 울주군 온양읍 대운길 21 (1층)
1083,울산달동점,울산,남구,울산 남구 달동 640-19번지
1084,울산덕신점,울산광역시,울주군,울산광역시 울주군 온산읍 신온9길 61 1층
1085,울산매곡중산점,울산,북구,울산 북구 매곡동 474-1번지 H프라자 1-109
1086,울산무거점,울산,남구,울산 남구 무거동 1550-5번지
1087,울산반구점,울산광역시,중구,울산광역시 중구 화합로 365 (반구동) 1층(반구동)
1088,울산병영행운점,울산광역시,중구,울산광역시 중구 병영로 17 (남외동) 
1089,울산블루마시티점,울산광역시,북구,울산광역시 북구 산하중앙2로 281 204호(산하동) 
1090,울산삼산점(cafe),울산,남구,울산 남구 달동 1351-1 현우상가 102
1091,울산서부점,울산,동구,울산 동구 서부동 181-49
1092,울산성안혁신점,울산광역시,중구,울산광역시 중구 성안로 156 (성안동) 1층
1093,울산야음점,울산광역시,남구,울산광역시 남구 중앙로48번길 5 (신정동) 
1094,울산언양점,울산광역시,울주군,울산광역시 울주군 언양읍 남문길 27 
1095,울산염포양정점,울산광역시,북구,울산광역시 북구 염포로 669(성원상떼빌) 상가동 108호
1096,울산옥동점,울산광역시,남구,"울산광역시 남구 거마로 9 (옥동) 옥동, 1층"
1097,울산우정점,울산,중구,울산 중구 우정동 436-117번지
1098,울산전하점,울산,동구,울산 동구 전하동 634-5 
1099,울산천상점,울산광역시,울주군,울산광역시 울주군 범서읍 천상중앙길 100-1 
1100,울산호계신천점,울산광역시,북구,울산광역시 북구 호계9길 15 (호계동) 1층
1101,울산화봉연암점,울산광역시,북구,울산광역시 북구 두부곡4길 36 
1102,울산화정점,울산,동구,울산 동구 대송동 140-20
1103,울주삼남점,울산광역시,울주군,울산광역시 울주군 삼남면 중남1길 2-4 
1104,"울진본점(명변,올리브치킨)",경상북도,울진군,경상북도 울진군 울진읍 연호로 27 (BBQ 울진본점) 
1105,울진온정점,경상북도,울진군,경상북도 울진군 온정면 백암온천로 1275 
1106,울진평해점,경상북도,울진군,경상북도 울진군 평해읍 월송정로 143 
1107,웅포베어리버,전북,익산시,전북 익산시 웅포면 웅포리 172-9 3층
1108,원광대점,전라북도,익산시,전라북도 익산시 익산대로 460 (신동) 1층 14호 원광대학교 학생회관
1109,원광대점(올리브카페),전라북도,익산시,"전라북도 익산시 익산대로58길 23 (신동, 피플하우스) "
1110,원주개운점,강원도,원주시,강원도 원주시 단구로 243 (단구동) 
1111,원주관설점(BBQ+닭2),강원,원주시,강원 원주시 관설동 1455-5번지 1층
1112,원주구곡점,강원도,원주시,강원도 원주시  늘품로 45 늘품로 46
1113,원주단계점,강원도,원주시,강원도 원주시 백간공원길 16-2 (단계동) 1층
1114,원주명륜점(2),강원,원주시,강원 원주시 명륜동 824-4번지
1115,원주무실점,강원,원주시,강원 원주시 무실동 1714번지 103호
1116,원주봉산점,강원,원주시,강원 원주시 봉산동 1048-3
1117,원주우산점(Express)(2),강원도,원주시,강원도 원주시 우산로 45 (우산동) 지상1층
1118,원주태장점,강원도,원주시,강원도 원주시 흥양로18번길 35 (태장동) 1층 101호
1119,원주혁신도시점,강원도,원주시,"강원도 원주시 입춘로 73 (반곡동) 1층 108호(반곡동, 채움빌딩)"
1120,원주흥업점,강원도,원주시,강원도 원주시 흥업면 남원로 85 
1121,원평스타점,경북,구미시,경북 구미시 원평동 77-60 청산빌라 103호
1122,원효로점,서울,용산구,서울 용산구 원효로4가 118-3 영천빌딩1층
1123,월피공원점,경기도,안산시,"경기도 안산시 상록구 예술광장1로 22 (월피동, 안산 1층 104"
1124,위례점,경기도,성남시,"경기도 성남시 수정구 위례광장로 41 (창곡동) 1층 113호(창곡동,지엠프라자)"
1125,위례중앙2호점,경기도,성남시,"경기도 성남시 수정구 위례광장로 310 (창곡동, 우성 "
1126,위례중앙본점,경기도,성남시,"경기도 성남시 수정구 위례광장로 311 (창곡동, 위례3 상가동 2층 205호"
1127,은평뉴타운점(Cafe),서울,은평구,서울 은평구 진관동 25 은평뉴타운구파발918동상가101호
1128,음성대소점,충청북도,음성군,충청북도 음성군 대소면 오태로137번길 5-12 
1129,응암점,서울,은평구,서울 은평구 응암동 104-36 1층
1130,의성행복점,경북,의성군,경북 의성군 의성읍 중앙길 84
1131,의왕갈뫼점,경기,의왕시,경기 의왕시 내손동 812-1
1132,의왕고천점,경기,의왕시,경기 의왕시 오전동 387-2번지
1133,의왕내손점,경기,의왕시,경기 의왕시 내손동 652-15
1134,의왕오전점,경기,의왕시,경기 의왕시 오전동 104-10
1135,의정부가능점,경기,의정부시,경기 의정부시 가능1동 667-20
1136,의정부신곡점,경기도,의정부시,"경기도 의정부시 금신로 323 (신곡동, 대영프라자빌딩 1층 108호"
1137,의정부용현점,경기,의정부시,경기 의정부시 용현동 39-26
1138,의정부점,경기,의정부시,경기 의정부시 의정부동 221-57 
1139,의정부호원점,경기도,의정부시,경기도 의정부시 평화로190번길 5 (호원동) 2층
1140,이문동점,서울,동대문구,서울 동대문구 휘경동 183-386 나호
1141,이천마장점,경기,이천시,경기 이천시 마장면 오천로 12
1142,이천부발점,경기,이천시,경기 이천시 부발읍 무촌리 224-2 1층
1143,이천송정점,경기,이천시,"경기 이천시 송정동 375-2,9 금정프라자 1동 B103호"
1144,이천신둔점,경기도,이천시,경기도 이천시 경충대로2996번길 54 (사음동) 
1145,이천중리점,경기도,이천시,경기도 이천시 경충대로2586번길 31 (중리동) 
1146,이천증포점,경기도,이천시,경기도 이천시 아리역로 25 (증포동) 
1147,이천호법점,경기,이천시,경기 이천시 호법면 후안리 254-3
1148,이촌점,서울,용산구,"서울 용산구 이촌로75길 10-7,105 "
1149,익산동산점,전라북도,익산시,"전라북도 익산시 서동로 126 (동산동, 탐나왕족발) "
1150,익산모현점,전라북도,익산시,"전라북도 익산시 선화로6길 40-7 (모현동1가, 비젼빌 "
1151,인제원통점,강원도,인제군,강원도 인제군 북면 원통로 179-1 
1152,인창점,경기,구리시,경기 구리시 인창동 640-1
1153,인천가좌점,인천광역시,서구,인천광역시 서구 건지로348번길 27 (가좌동) 102호
1154,인천간석역점,인천,남동구,인천 남동구 간석4동 390-14
1155,인천간석점,인천,남동구,인천 남동구 간석3동 34-20번지
1156,인천계산3점,인천,계양구,인천 계양구 계산2동 916-5
1157,인천계산점,인천광역시,계양구,인천광역시 계양구 용종로 2 
1158,인천구월2점,인천,남구,인천 남구 주안동 1554-3번지
1159,인천구월점,인천광역시,남동구,"인천광역시 남동구 성리로35번길 20-1 (구월동,1층2호 "
1160,인천구월캐슬점,인천,남동구,인천 남동구 구월동 24 롯데캐슬골드상가 201
1161,인천논현2점,인천,남동구,인천 남동구 논현동 616-1 논현프라자 108
1162,인천논현점,인천광역시,남동구,"인천광역시 남동구 호구포로 212 (논현동,대양프라자1층102호)"
1163,인천단봉오류점,인천광역시,서구,"인천광역시 서구 봉화로 18 (왕길동, 드림파크 어울림 209동 101호"
1164,인천당하점(express2)(2),인천광역시,서구,"인천광역시 서구 청마로167번안길 17 (당하동, 선혜프 115호"
1165,인천동양점,인천광역시,계양구,"인천광역시 계양구 당미길 43 (동양동, 외 13필지 동 "
1166,인천동춘점,인천광역시,연수구,"인천광역시 연수구 앵고개로254번길 19-6 (동춘동, 1층일부(1호))"
1167,인천마전점,인천,서구,인천 서구 마전동 608-2번지 1층상가
1168,인천만수2점,인천,남동구,인천 남동구 만수5동 912-12 
1169,인천만수점,인천,남동구,인천 남동구 만수동 1024-6
1170,인천문학점,인천광역시,남구,인천광역시 남구 매소홀로 550-2 (문학동)
1171,인천부개점,인천,부평구,인천 부평구 부개동 124-35번지  1층
1172,인천산곡점,인천,부평구,인천 부평구 산곡4동 137-13  혜성프라자103호
1173,인천산곡행운점,인천광역시,부평구,인천광역시 부평구 원적로 291 (산곡동) 1층
1174,인천서구청점,인천광역시,서구,인천광역시 서구 승학로 310 (연희동) 1층
1175,인천서창점,인천,남동구,인천 남동구 서창동 565-6 1층일부(102호)
1176,인천선학점,인천광역시,연수구,"인천광역시 연수구 선학로 101 (선학동, 뉴서울아파트 117호"
1177,인천신현점,인천,서구,인천 서구 신현동 278~295 280-4
1178,인천연수점,인천,연수구,인천 연수구 동춘동 925번지 한양1차상가 105호
1179,인천영흥점,인천광역시,옹진군,"인천광역시 옹진군 영흥면 영흥로 158 101호,102호"
1180,인천용현점,인천,남구,인천 남구 용현동 556-58 101호 
1181,인천인하대점,인천,남구,"인천 남구 용현동 35-7, 1층"
1182,인천작전2점,인천,계양구,인천 계양구 작전동 64-1 삼보아파트상가 A-106
1183,인천작전역점,인천,계양구,인천 계양구 작전동 871-60 1층 4호
1184,인천제물포점,인천,남구,인천 남구 숭의4동 1-64
1185,인천주안북부점,인천,남구,인천 남구 주안동 14-51 1층
1186,인천주안점,인천,남구,인천 남구 주안동 88-3번지
1187,인천청라점,인천,서구,인천 서구 연희동 796-13 중흥클래스 2차상가 101호
1188,인천효성점,인천광역시,계양구,"인천광역시 계양구 효서로 182 (효성동, 풍림아파트) 상가동 106호"
1189,인하대역점,인천광역시,남구,"인천광역시 남구 독배로 311 (용현동, 비젼프라자) 1층 101호"
1190,일산가좌점,경기,고양시,경기 고양시 일산서구 가좌동 393-4 1층일부
1191,일산대화마을점,경기,고양시,"경기 고양시 일산서구 대화동 1~1994 1580, 한라아파트상가동 107~108호"
1192,일산문촌점,경기,고양시,"경기 고양시 일산서구 주엽동 18번지 자유프라자 108,109호"
1193,일산백마점(Cafe),경기,고양시,경기 고양시 일산동구 마두동 908 외1필 정발빌딩 1층 101호
1194,일산백석역점(2),경기,고양시,경기 고양시 일산동구 백석동 1318번지 일산비잔티움1단지상가 106호
1195,일산백송점,경기도,고양시,"경기도 고양시 일산동구 백석로 177 101(백석동, 백송마을임광상가)"
1196,일산식사지구점,경기도,고양시,경기도 고양시 일산동구 위시티4로 79 위시티일산블루 203
1197,일산원마운트점,경기도,고양시,"경기도 고양시 일산서구 한류월드로 300 (대화동,원마운트1층,1251호)"
1198,일산중산행운점,경기도,고양시,"경기도 고양시 일산동구 탄중로 426 (중산동, 중산마 107호"
1199,일산중산행운점,경기도,고양시,"경기도 고양시 일산동구 탄중로 426 (중산동, 중산마 중산동,중산마을1층"
1200,일산탄현점(1명변),경기,고양시,경기 고양시 일산서구 탄현동 1491-5번지 1층
1201,일산하늘마을점,경기도,고양시,"경기도 고양시 일산동구 하늘마을로 76  101(중산동,하늘마을제상가동)"
1202,일산후곡점,경기도,고양시,"경기도 고양시 일산서구 강선로 141 (일산동, 후곡마 후곡마을 16단지 아파트 상가 119호"
1203,일원삼성점,서울,강남구,서울 강남구 수서동 747  삼성아파트상가
1204,입장하장리점,충청남도,천안시,충청남도 천안시 서북구 입장면 입장로 146 1층
1205,자곡행운점,서울특별시,강남구,"서울특별시 강남구 자곡로 191 (자곡동, 강남푸르지오 B05호"
1206,자양3점,서울특별시,광진구,"서울특별시 광진구 능동로 49 (자양동,1층)"
1207,잠실선수촌점,서울,송파구,서울 송파구 잠실본동 313-9번지 1층
1208,잠실스타점,서울,송파구,서울 송파구 신천동 11 장미씨상가동1층 112호
1209,잠실신천점,서울,송파구,서울 송파구 잠실본동 233 번지  1층
1210,잠실파크리오점,서울,송파구,서울 송파구 신천동 20-6 파크리오B상가 1층 105
1211,잠원점(올리브카페),서울특별시,서초구,"서울특별시 서초구 나루터로 69 (잠원동, 샤르망) 104호"
1212,장성상무대점,전라남도,장성군,전라남도 장성군 삼계면 사창로 57 
1213,장호원행복점,경기도,이천시,경기도 이천시 장호원읍 샘재로147번길 7 
1214,적성점(3명변),경기,파주시,경기 파주시 적성면 마지리 46-6번지
1215,전곡점,경기,연천군,경기 연천군 전곡읍 전곡리 468-4
1216,전남곡성점,전라남도,곡성군,전라남도 곡성군 곡성읍 군청로 14 
1217,전남광영점,전남,광양시,전남 광양시 광영동 784-14
1218,전남구례화엄사점,전남,구례군,전남 구례군 마산면 황전리 842-17
1219,전남남부점,전남,순천시,전남 순천시 장천동 85-81 101호(1층)
1220,전남대불점,전남,영암군,전남 영암군 삼호읍 용앙리 1661-6
1221,전남대정문점,광주광역시,북구,광주광역시 북구 자미로66번길 8 (신안동) 1층
1222,전남미평점,전라남도,여수시,전라남도 여수시  대학로 27 
1223,전남벌교점,전라남도,보성군,전라남도 보성군 벌교읍 채동선로 223 1층
1224,전남보성점(express),전남,보성군,전남 보성군 보성읍 우산리 631-1 보성우산주공아파트 1층102호
1225,전남순천금당점,전남,순천시,전남 순천시 해룡면 상삼리 614-4
1226,전남순천연향2점,전남,순천시,전남 순천시 연향동 1613-2
1227,전남연향점,전라남도,순천시,"전라남도 순천시 연향번영4길 30 (연향동, 좋은친구들 1층"
1228,전남영광점,전라남도,영광군,전라남도 영광군 영광읍 신남로 216 
1229,전남영암삼호점,전라남도,영암군,전라남도 영암군 삼호읍 신항로 135-29 
1230,전남완도명사십리점,전라남도,완도군,전라남도 완도군 신지면 명사십리길 71-3 
1231,전남완도점,전남,완도군,전남 완도군 완도읍 군내리 782-79번지
1232,전남장흥점,전라남도,장흥군,전라남도 장흥군 장흥읍 장흥로 16 
1233,전남장흥점(올리브카페),전라남도,장흥군,전라남도 장흥군 장흥읍 장흥대로 3482 (월정빌딩) 1층
1234,전남조례점,전라남도,순천시,전라남도 순천시 봉화2길 71 (조례동)
1235,전남진도점,전라남도,진도군,전라남도 진도군 진도읍 남문길 42-2 
1236,전남화순점,전라남도,화순군,"전라남도 화순군 화순읍 중앙로 93, 1층 "
1237,전농점 Cafe,서울,동대문구,서울 동대문구 전농동 38-18
1238,전북도청점,전북,전주시,전북 전주시 완산구 효자동2가 1157-1 137호동
1239,전북봉동3공단점,전라북도,완주군,전라북도 완주군 봉동읍 봉동로 326 
1240,전북순창점,전라북도,순창군,전라북도 순창군 순창읍 옥천로 42 
1241,전북혁신점,전라북도,전주시,전라북도 전주시 완산구 오공로 43-22 (중동) 108호
1242,전주금암점,전라북도,전주시,"전라북도 전주시 덕진구 조경단로 104 (금암동, 아가 1층"
1243,전주동산반월점,전북,전주시,전북 전주시 덕진구 반월동 422-28
1244,전주삼천점,전북,전주시,전북 전주시 완산구 삼천동1가 657-8
1245,전주서신점,전라북도,전주시,"전라북도 전주시 완산구 여울로 109-9 (서신동, 엘지 제상가동 1층 102호(서신동)"
1246,전주송천점,전라북도,전주시,전라북도 전주시 덕진구 오송1길 15 (송천동1가) 103호
1247,전주신도시점,전북,전주시,전북 전주시 완산구 효자동2가 1327-4
1248,전주아중점,전라북도,전주시,전라북도 전주시 덕진구 한배미로 16 (인후동1가)
1249,전주평화점,전북,전주시,전북 전주시 완산구 평화동1가 729-6
1250,전주하가지구점,전라북도,전주시,전라북도 전주시 덕진구 가리내5길 16 (덕진동2가) 
1251,정관신도시점,부산,기장군,부산 기장군 정관면 모전2길 22
1252,정남점,경기,화성시,경기 화성시 정남면 괘랑리 1051-1 번지
1253,정릉중앙점,서울,성북구,서울 성북구 정릉동 587번지 정릉꿈의그린 2단지 상가
1254,정릉풍림스타점,서울특별시,성북구,"서울특별시 성북구 솔샘로25길 20 (정릉동, 정릉풍림 "
1255,정릉행복점,서울특별시,성북구,서울특별시 성북구 보국문로 83-1 (정릉동) 1층 (주)엘와이에프앤비
1256,정왕본동점,경기도,시흥시,경기도 시흥시 정왕시장길 25 (정왕동) 1층 102호
1257,정읍상동행운점,전라북도,정읍시,"전라북도 정읍시 충정로 16 (상동, 내장산빌딩) "
1258,정자영화점,경기도,수원시,"경기도 수원시 장안구 장안로 52-1 (영화동, 음악자녀 1층"
1259,제주김만덕점(올리브치킨),제주,제주시,"제주 제주시 건입동 산지로 5,1층"
1260,제주남광점,제주특별자치도,제주시,제주특별자치도 제주시 오복4길 14 (이도이동) 
1261,제주남광점,제주특별자치도,제주시,제주특별자치도 제주시 오복4길 14 (이도이동) .
1262,제주남원점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 남원읍 태위로679번길 12-1 
1263,제주담모라리조트점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 안덕면 사계리 745 
1264,제주도남점,제주특별자치도,제주시,제주특별자치도 제주시 도남로 21-1 (도남동) 
1265,제주봉개점,제주특별자치도,제주시,제주특별자치도 제주시 번영로 458 (봉개동) 1층
1266,제주서귀일호점,제주,서귀포시,제주 서귀포시 서귀동 279-7
1267,제주서홍점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 중앙로 199 (서홍동) 상가동 4호
